ID,Marital status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age_Bracket,Purchased Bike
14077,Single,M," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolecent,No
13296,Maried,M," $110,000 ",1,Bachelors,Management,Yes,3,5-10 Miles,North America,45,Middle Age,No
20535,Maried,Female," $70,000 ",4,Partial College,Professional,Yes,1,More than 10 miles,North America,56,Old,No
12452,Maried,M," $60,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Age,Yes
28043,Maried,Female," $60,000 ",2,Bachelors,Management,Yes,0,More than 10 miles,North America,56,Old,No
12957,Single,Female," $70,000 ",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle Age,No
15412,Maried,M," $130,000 ",2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,Old,No
20514,Maried,Female," $70,000 ",2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,Old,No
20758,Maried,M," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Middle Age,No
11801,Maried,M," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,No
22211,Maried,M," $60,000 ",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Middle Age,No
28087,Single,Female," $40,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolecent,No
23668,Maried,Female," $40,000 ",4,High School,Professional,Yes,2,5-10 Miles,North America,59,Old,Yes
27441,Maried,M," $60,000 ",3,High School,Professional,No,2,2-5 Miles,North America,53,Middle Age,No
27261,Maried,M," $40,000 ",1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Middle Age,Yes
18649,Single,M," $30,000 ",1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Middle Age,Yes
21714,Single,Female," $80,000 ",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,No
23217,Single,Female," $60,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Age,Yes
23797,Single,M," $20,000 ",3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,Middle Age,No
13216,Maried,Female," $60,000 ",5,Bachelors,Management,Yes,3,More than 10 miles,North America,59,Old,No
20657,Single,M," $50,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Middle Age,Yes
12882,Maried,M," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Middle Age,Yes
25908,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolecent,No
16753,Single,Female," $70,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle Age,Yes
14608,Maried,M," $50,000 ",4,Bachelors,Skilled Manual,Yes,3,More than 10 miles,North America,42,Middle Age,No
24979,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Old,Yes
13313,Maried,Female," $120,000 ",1,High School,Professional,No,4,2-5 Miles,North America,45,Middle Age,No
18952,Maried,Female," $100,000 ",4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,Middle Age,No
17699,Maried,M," $60,000 ",1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,55,Middle Age,No
14657,Maried,M," $80,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Middle Age,Yes
11540,Single,M," $60,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Age,Yes
11783,Maried,Female," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Age,No
14602,Maried,Female," $80,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Middle Age,Yes
29030,Maried,M," $70,000 ",2,Partial High School,Skilled Manual,Yes,2,More than 10 miles,North America,54,Middle Age,No
26490,Single,M," $70,000 ",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
13151,Single,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolecent,No
17260,Maried,M," $90,000 ",5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,Middle Age,No
15372,Maried,M," $80,000 ",3,Partial College,Professional,No,2,2-5 Miles,North America,50,Middle Age,Yes
18105,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 miles,North America,55,Middle Age,No
19660,Maried,M," $80,000 ",4,Bachelors,Management,Yes,0,0-1 Miles,North America,43,Middle Age,No
16112,Single,M," $70,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Age,Yes
20698,Maried,M," $60,000 ",4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,Middle Age,No
20076,Single,Female," $10,000 ",2,High School,Manual,Yes,2,1-2 Miles,North America,53,Middle Age,Yes
24496,Single,Female," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolecent,Yes
15468,Maried,Female," $50,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,Middle Age,No
28031,Single,Female," $70,000 ",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
26270,Single,Female," $20,000 ",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,Middle Age,No
22221,Maried,M," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,48,Middle Age,Yes
28228,Single,Female," $80,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Middle Age,No
18363,Maried,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolecent,Yes
23256,Single,M," $30,000 ",1,High School,Clerical,No,1,5-10 Miles,North America,52,Middle Age,No
12768,Maried,M," $30,000 ",1,High School,Clerical,Yes,1,2-5 Miles,North America,52,Middle Age,Yes
20361,Maried,M," $50,000 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,Old,No
21306,Single,M," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,51,Middle Age,No
13382,Maried,M," $70,000 ",5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,Old,Yes
20310,Single,M," $60,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolecent,Yes
22971,Single,Female," $30,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Adolecent,Yes
15287,Single,Female," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Age,Yes
15532,Single,M," $60,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Age,Yes
11255,Maried,M," $70,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,Old,No
28090,Maried,M," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolecent,No
15255,Maried,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolecent,Yes
13154,Maried,M," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolecent,Yes
26778,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
23248,Maried,Female," $10,000 ",2,High School,Manual,Yes,2,1-2 Miles,North America,53,Middle Age,No
21417,Single,Female," $60,000 ",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Middle Age,Yes
17668,Single,M," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Middle Age,Yes
27994,Maried,Female," $40,000 ",4,High School,Professional,Yes,2,5-10 Miles,North America,69,Old,No
20376,Single,Female," $70,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Middle Age,Yes
25954,Maried,M," $60,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Age,No
15749,Single,Female," $70,000 ",4,Bachelors,Management,Yes,2,More than 10 miles,North America,61,Old,No
25899,Maried,Female," $70,000 ",2,High School,Professional,Yes,2,More than 10 miles,North America,53,Middle Age,No
13351,Single,Female," $70,000 ",4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,Old,Yes
23333,Maried,M," $40,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,Adolecent,No
21660,Maried,Female," $60,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Age,Yes
17012,Maried,Female," $60,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Middle Age,Yes
24514,Maried,M," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,Adolecent,No
27505,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolecent,No
29243,Single,M," $110,000 ",1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,Middle Age,No
26582,Maried,M," $60,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Middle Age,Yes
14271,Maried,M," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,Middle Age,No
23041,Single,Female," $70,000 ",4,High School,Professional,Yes,0,5-10 Miles,North America,50,Middle Age,Yes
29048,Single,M," $110,000 ",2,Bachelors,Management,No,3,0-1 Miles,North America,37,Middle Age,Yes
24433,Maried,M," $70,000 ",3,High School,Professional,No,1,1-2 Miles,North America,52,Middle Age,Yes
15501,Maried,M," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
13911,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Age,Yes
20421,Single,Female," $40,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,Adolecent,No
16009,Single,M," $170,000 ",1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,Old,No
18411,Maried,M," $60,000 ",2,High School,Professional,No,2,5-10 Miles,North America,51,Middle Age,No
19163,Maried,Female," $70,000 ",4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Middle Age,Yes
18572,Maried,Female," $60,000 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,Middle Age,No
27540,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Middle Age,Yes
19889,Single,Female," $70,000 ",2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Middle Age,Yes
12922,Single,Female," $60,000 ",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Middle Age,Yes
18891,Maried,Female," $40,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolecent,No
16773,Maried,M," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Middle Age,No
19143,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Age,Yes
23882,Single,Female," $80,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle Age,Yes
11233,Maried,M," $70,000 ",4,Partial College,Professional,Yes,2,More than 10 miles,North America,53,Middle Age,No
12056,Maried,M," $120,000 ",2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,Old,No
15555,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle Age,Yes
18423,Single,M," $80,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,Middle Age,No
22743,Maried,Female," $40,000 ",5,High School,Professional,Yes,2,More than 10 miles,North America,60,Old,No
25343,Single,Female," $20,000 ",3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,Middle Age,No
13390,Maried,Female," $70,000 ",4,Partial College,Professional,No,1,1-2 Miles,North America,56,Old,No
17482,Single,Female," $40,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,Adolecent,No
13176,Single,M," $130,000 ",0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,Middle Age,Yes
20504,Maried,Female," $40,000 ",5,High School,Professional,No,2,2-5 Miles,North America,60,Old,No
12205,Single,Female," $130,000 ",2,Bachelors,Management,No,4,0-1 Miles,North America,67,Old,No
16751,Maried,M," $60,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Middle Age,Yes
21613,Single,M," $50,000 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Middle Age,Yes
24801,Single,M," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Age,Yes
17519,Maried,Female," $60,000 ",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Middle Age,No
18347,Single,Female," $30,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,Middle Age,No
29052,Single,M," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolecent,No
11745,Maried,Female," $60,000 ",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Middle Age,Yes
19147,Maried,M," $40,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,42,Middle Age,No
19217,Maried,M," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,Middle Age,No
15839,Single,M," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Middle Age,No
13714,Maried,Female," $20,000 ",2,High School,Manual,No,2,1-2 Miles,North America,53,Middle Age,Yes
22330,Maried,M," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Middle Age,Yes
18783,Single,M," $80,000 ",0,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle Age,Yes
25041,Single,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
22046,Single,Female," $80,000 ",0,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle Age,Yes
28052,Maried,M," $60,000 ",2,High School,Professional,Yes,2,More than 10 miles,North America,55,Middle Age,No
26693,Maried,M," $70,000 ",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle Age,No
24955,Single,M," $30,000 ",5,Partial High School,Skilled Manual,Yes,3,More than 10 miles,North America,60,Old,Yes
26065,Single,Female," $110,000 ",3,Bachelors,Management,No,4,1-2 Miles,North America,42,Middle Age,No
13942,Maried,M," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,Middle Age,No
11219,Maried,M," $60,000 ",2,High School,Professional,Yes,2,More than 10 miles,North America,55,Middle Age,No
22118,Single,Female," $70,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Age,Yes
23197,Maried,M," $50,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,Middle Age,No
14883,Maried,Female," $30,000 ",1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Middle Age,Yes
27279,Single,Female," $70,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Middle Age,Yes
18322,Single,M," $30,000 ",0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,Adolecent,No
15879,Maried,M," $70,000 ",5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,Old,No
28278,Maried,M," $50,000 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,Old,No
24416,Maried,M," $90,000 ",4,High School,Professional,Yes,2,1-2 Miles,North America,45,Middle Age,No
28066,Maried,M," $80,000 ",2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle Age,Yes
11275,Maried,Female," $80,000 ",4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Old,Yes
14872,Maried,M," $30,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,Middle Age,No
16151,Maried,Female," $60,000 ",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle Age,Yes
19731,Maried,M," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,Old,No
23801,Maried,Female," $20,000 ",2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,Middle Age,No
11807,Maried,M," $70,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Age,No
11622,Maried,M," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,Middle Age,No
26597,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Age,No
27074,Maried,Female," $70,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle Age,Yes
19228,Maried,Female," $40,000 ",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,Middle Age,No
13415,Single,M," $100,000 ",1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,Old,Yes
17000,Single,Female," $70,000 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle Age,Yes
14569,Maried,M," $60,000 ",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Age,No
13873,Maried,M," $70,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Age,Yes
20401,Maried,Female," $50,000 ",4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,Yes
21583,Maried,Female," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Age,Yes
12029,Maried,M," $30,000 ",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,Adolecent,No
18066,Single,M," $70,000 ",5,Bachelors,Management,Yes,3,More than 10 miles,North America,60,Old,Yes
28192,Maried,Female," $70,000 ",5,Graduate Degree,Professional,Yes,3,More than 10 miles,North America,46,Middle Age,No
16122,Maried,M," $40,000 ",4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Middle Age,Yes
18607,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Middle Age,Yes
28858,Single,M," $80,000 ",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Middle Age,No
14432,Single,M," $90,000 ",4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,Old,No
26305,Single,Female," $60,000 ",2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Middle Age,Yes
22050,Single,M," $90,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle Age,Yes
25394,Maried,M," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
19747,Maried,M," $50,000 ",4,Bachelors,Management,Yes,2,More than 10 miles,North America,63,Old,No
23195,Single,M," $50,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Age,Yes
21695,Maried,M," $60,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Middle Age,Yes
13934,Maried,M," $40,000 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,Middle Age,No
13337,Maried,Female," $80,000 ",5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,Old,No
27190,Maried,Female," $40,000 ",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,Middle Age,No
28657,Single,M," $60,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
21713,Single,M," $80,000 ",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,No
21752,Maried,M," $60,000 ",3,Graduate Degree,Management,Yes,2,More than 10 miles,North America,64,Old,No
27273,Single,M," $70,000 ",3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Age,Yes
22719,Single,M," $110,000 ",3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Middle Age,Yes
22042,Maried,Female," $70,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle Age,Yes
21451,Maried,Female," $40,000 ",4,High School,Professional,Yes,2,More than 10 miles,North America,61,Old,No
20754,Maried,M," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,Middle Age,No
12153,Single,Female," $70,000 ",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle Age,Yes
16895,Maried,Female," $40,000 ",3,Partial College,Professional,No,2,1-2 Miles,North America,54,Middle Age,Yes
26728,Single,M," $70,000 ",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle Age,Yes
11090,Single,M," $90,000 ",2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,Middle Age,Yes
15862,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Age,Yes
26495,Single,Female," $40,000 ",2,High School,Professional,Yes,2,More than 10 miles,North America,57,Old,No
11823,Maried,Female," $70,000 ",0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,Middle Age,No
23449,Maried,M," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,48,Middle Age,No
23459,Maried,M," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle Age,No
19543,Maried,M," $70,000 ",5,Graduate Degree,Professional,No,3,More than 10 miles,North America,47,Middle Age,No
14914,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle Age,Yes
12033,Single,Female," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolecent,Yes
11941,Single,M," $60,000 ",0,Partial College,Skilled Manual,Yes,0,5-10 Miles,North America,29,Adolecent,No
14389,Maried,M," $60,000 ",2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,Old,No
18050,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Age,Yes
19856,Maried,Female," $60,000 ",4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,Old,No
11663,Maried,M," $70,000 ",4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Middle Age,Yes
27740,Maried,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolecent,No
23455,Single,M," $80,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Middle Age,No
15292,Single,Female," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,Middle Age,No
21587,Maried,Female," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
23513,Maried,Female," $40,000 ",3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,Middle Age,No
24322,Maried,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Age,No
26298,Maried,Female," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
25419,Single,M," $50,000 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Middle Age,Yes
13343,Maried,Female," $90,000 ",5,Bachelors,Management,Yes,2,1-2 Miles,North America,63,Old,Yes
11303,Single,Female," $90,000 ",4,High School,Professional,No,3,1-2 Miles,North America,45,Middle Age,Yes
21693,Single,Female," $60,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Middle Age,No
28056,Maried,M," $70,000 ",2,Partial High School,Skilled Manual,Yes,2,More than 10 miles,North America,53,Middle Age,No
11788,Single,Female," $70,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Age,No
22296,Maried,M," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,38,Middle Age,No
15319,Maried,Female," $70,000 ",4,Bachelors,Management,No,1,1-2 Miles,North America,59,Old,No
17654,Single,Female," $40,000 ",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Adolecent,Yes
14662,Maried,M," $60,000 ",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle Age,Yes
17541,Maried,Female," $40,000 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle Age,No
13886,Maried,Female," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Age,Yes
13073,Maried,Female," $60,000 ",0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,Adolecent,No
21940,Maried,M," $90,000 ",5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Middle Age,Yes
20196,Maried,M," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle Age,Yes
23491,Single,M," $100,000 ",0,Partial College,Professional,No,4,1-2 Miles,North America,45,Middle Age,No
16651,Maried,Female," $120,000 ",2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,Old,No
16813,Maried,M," $60,000 ",2,Partial College,Professional,Yes,2,More than 10 miles,North America,55,Middle Age,No
16007,Maried,Female," $90,000 ",5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,Old,Yes
27434,Single,M," $70,000 ",4,Partial College,Professional,Yes,1,More than 10 miles,North America,56,Old,No
27756,Single,Female," $50,000 ",3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,Middle Age,No
23818,Maried,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Age,Yes
19012,Maried,M," $80,000 ",3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,Old,No
18329,Single,M," $30,000 ",0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,Adolecent,No
29037,Maried,M," $60,000 ",0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,Middle Age,No
26576,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
12192,Single,Female," $60,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,Middle Age,No
14887,Maried,Female," $30,000 ",1,High School,Clerical,Yes,1,5-10 Miles,North America,52,Middle Age,No
11734,Maried,M," $60,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Middle Age,No
17462,Maried,M," $70,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Age,Yes
20659,Maried,M," $70,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Age,Yes
28004,Maried,Female," $60,000 ",3,Bachelors,Management,Yes,2,More than 10 miles,North America,66,Old,No
19741,Single,Female," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,Old,No
17450,Maried,M," $80,000 ",5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,Middle Age,No
17337,Single,M," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle Age,No
18594,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,3,More than 10 miles,North America,40,Middle Age,Yes
15982,Maried,M," $110,000 ",5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,Middle Age,No
28625,Single,M," $40,000 ",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Age,Yes
11269,Maried,M," $130,000 ",2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,Middle Age,No
25148,Maried,M," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,48,Middle Age,Yes
13920,Single,Female," $50,000 ",4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,Middle Age,No
23704,Single,M," $40,000 ",5,High School,Professional,Yes,4,More than 10 miles,North America,60,Old,Yes
28972,Single,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,More than 10 miles,North America,66,Old,No
22730,Maried,M," $70,000 ",5,Bachelors,Management,Yes,2,More than 10 miles,North America,63,Old,No
29134,Maried,M," $60,000 ",4,Bachelors,Skilled Manual,No,3,More than 10 miles,North America,42,Middle Age,No
14332,Single,Female," $30,000 ",0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,Adolecent,No
